budget,urgency,views,saves,bedrooms,preapproved,open_house,agent_response_hours,buyer_readiness_score,engagement_score,speed_penalty,converted
500000,4,0,19,3,0,0,41,60,28.5,56.94444444444444,1
5000000,81,24,18,6,1,0,25,70,51.0,34.72222222222222,0
200000,34,19,8,1,0,1,33,0,51.0,45.83333333333333,0
750000,43,43,0,2,0,0,70,30,43.0,97.22222222222221,0
200000,40,23,11,6,0,1,62,0,59.5,86.11111111111111,0
1000000,37,1,16,5,0,0,41,30,25.0,56.94444444444444,0
500000,38,30,20,1,1,1,38,70,80.0,52.77777777777778,1
200000,1,32,3,2,0,1,68,30,56.5,94.44444444444444,0
100000,14,41,20,5,1,0,34,70,71.0,47.22222222222222,1
200000,5,14,0,6,0,1,34,30,34.0,47.22222222222222,0
200000,70,17,11,5,1,1,37,40,53.5,51.388888888888886,1
300000,6,4,19,4,0,0,55,30,32.5,76.38888888888889,0
5000000,20,42,18,5,0,0,67,60,69.0,93.05555555555556,1
1000000,77,34,5,1,0,0,11,30,41.5,15.277777777777779,0
2000000,52,29,0,2,1,0,19,70,28.999999999999996,26.38888888888889,1
200000,39,24,4,1,1,1,11,40,50.0,15.277777777777779,0
5000000,78,37,13,6,1,0,28,70,56.5,38.88888888888889,0
300000,71,41,20,3,1,0,0,40,71.0,0.0,0
2000000,17,46,6,2,1,1,39,100,75.0,54.166666666666664,0
100000,36,10,1,2,0,1,62,0,31.5,86.11111111111111,0
2000000,12,11,18,6,0,0,49,60,38.0,68.05555555555556,1
1000000,31,46,18,2,0,1,61,30,93.0,84.72222222222221,1
2000000,6,16,7,3,0,1,29,60,46.5,40.27777777777778,1
200000,38,15,20,5,1,1,59,40,65.0,81.94444444444444,1
300000,1,44,7,6,1,0,38,70,54.5,52.77777777777778,0
2000000,50,15,13,3,1,0,67,70,34.5,93.05555555555556,1
200000,1,4,7,1,1,1,48,70,34.5,66.66666666666666,1
750000,26,17,20,5,1,0,3,100,47.0,4.166666666666666,1
500000,77,10,5,2,1,0,38,70,17.5,52.77777777777778,1
5000000,56,18,15,5,0,1,65,30,60.5,90.27777777777779,1
200000,63,21,12,3,1,0,3,40,39.0,4.166666666666666,1
300000,71,47,7,6,0,0,71,0,57.5,98.61111111111111,0
2000000,56,30,11,2,0,1,49,30,66.5,68.05555555555556,1
5000000,37,13,17,2,1,1,36,70,58.5,50.0,0
100000,56,48,8,1,1,1,58,40,80.0,80.55555555555556,1
5000000,76,39,12,1,0,1,22,30,77.0,30.555555555555557,1
1000000,83,9,14,1,0,1,8,30,50.0,11.11111111111111,0
300000,32,34,1,6,0,1,68,0,55.5,94.44444444444444,0
100000,41,17,3,1,0,0,45,0,21.5,62.5,0
500000,4,36,15,1,1,0,8,100,58.5,11.11111111111111,0
300000,81,1,14,2,1,1,70,40,42.0,97.22222222222221,0
500000,36,42,16,5,1,0,60,70,66.0,83.33333333333334,1
200000,70,45,15,5,1,0,46,40,67.5,63.888888888888886,1
750000,46,34,9,2,1,0,9,70,47.5,12.5,0
500000,71,31,10,4,1,1,39,70,66.0,54.166666666666664,1
300000,72,30,12,2,0,0,25,0,48.0,34.72222222222222,0
200000,36,50,7,3,0,0,6,0,60.5,8.333333333333332,0
500000,24,41,19,4,1,1,52,100,89.5,72.22222222222221,1
500000,46,6,20,2,0,1,63,30,56.0,87.5,0
500000,77,16,9,5,0,0,55,30,29.5,76.38888888888889,0
200000,62,23,2,5,0,1,28,0,46.0,38.88888888888889,0
500000,44,30,14,2,0,0,46,30,51.0,63.888888888888886,1
200000,66,38,3,3,1,1,39,40,62.5,54.166666666666664,1
200000,43,20,7,5,1,1,30,40,50.5,41.66666666666667,0
500000,87,44,5,5,0,0,36,30,51.5,50.0,0
200000,20,17,5,2,0,1,54,30,44.5,75.0,1
5000000,38,27,18,2,0,0,20,30,54.0,27.77777777777778,1
200000,44,17,17,6,1,1,47,40,62.5,65.27777777777779,0
750000,59,38,20,1,1,1,56,70,88.0,77.77777777777779,0
5000000,87,36,1,5,0,0,13,30,37.5,18.055555555555554,0
200000,26,23,6,3,0,0,5,30,32.0,6.944444444444445,1
200000,12,24,17,1,1,0,66,70,49.5,91.66666666666666,1
300000,65,9,8,5,1,1,56,40,41.0,77.77777777777779,0
100000,81,40,2,1,0,1,64,0,63.0,88.88888888888889,0
500000,13,1,12,6,0,0,1,60,19.0,1.3888888888888888,1
5000000,17,38,14,2,1,0,13,100,59.0,18.055555555555554,1
1000000,55,37,13,5,0,1,20,30,76.5,27.77777777777778,1
1000000,57,15,13,5,0,0,3,30,34.5,4.166666666666666,1
1000000,67,9,18,3,1,1,72,70,56.0,100.0,0
2000000,64,15,0,3,1,0,26,70,15.0,36.11111111111111,1
100000,81,14,13,1,0,1,41,0,53.5,56.94444444444444,0
100000,57,50,6,3,0,1,50,0,79.0,69.44444444444444,0
200000,63,34,0,6,0,0,44,0,34.0,61.111111111111114,0
200000,84,4,0,3,0,1,58,0,24.0,80.55555555555556,0
100000,6,36,0,6,0,1,65,30,56.0,90.27777777777779,0
2000000,8,3,15,3,1,1,69,100,45.5,95.83333333333334,0
500000,88,45,5,4,0,0,40,30,52.5,55.55555555555556,1
500000,31,6,20,1,1,0,48,70,36.0,66.66666666666666,1
500000,6,40,5,1,0,0,58,60,47.5,80.55555555555556,1
100000,6,16,1,3,1,0,20,70,17.5,27.77777777777778,0
2000000,60,6,19,3,1,0,19,70,34.5,26.38888888888889,0
1000000,15,48,0,1,1,0,29,100,48.0,40.27777777777778,0
750000,5,26,12,4,0,1,61,60,64.0,84.72222222222221,1
2000000,1,41,15,3,1,1,3,100,83.5,4.166666666666666,1
1000000,59,32,14,2,1,0,36,70,53.0,50.0,1
5000000,67,35,15,2,0,0,21,30,57.5,29.166666666666668,0
2000000,84,25,17,3,0,1,43,30,70.5,59.72222222222222,0
2000000,81,25,1,5,0,1,69,30,46.5,95.83333333333334,0
5000000,33,12,17,5,0,1,49,30,57.5,68.05555555555556,0
100000,54,49,1,4,1,0,56,40,50.5,77.77777777777779,0
5000000,16,14,9,5,0,1,32,60,47.5,44.44444444444444,1
200000,63,19,8,2,1,1,26,40,51.0,36.11111111111111,0
100000,12,9,11,3,0,0,60,30,25.5,83.33333333333334,0
1000000,81,26,7,2,1,1,30,70,56.5,41.66666666666667,1
300000,37,1,7,5,1,1,61,40,31.5,84.72222222222221,0
300000,18,8,2,5,1,0,29,70,11.0,40.27777777777778,0
2000000,56,19,6,5,1,0,4,70,28.0,5.555555555555555,1
100000,44,12,12,2,0,1,31,0,50.0,43.05555555555556,0
1000000,4,4,16,3,1,0,17,100,28.0,23.61111111111111,1
200000,18,47,2,3,0,0,5,30,50.0,6.944444444444445,0
750000,13,11,4,1,1,1,35,100,37.0,48.61111111111111,0
100000,45,1,8,5,0,1,8,0,33.0,11.11111111111111,0
1000000,65,12,13,6,1,0,24,70,31.5,33.33333333333333,1
500000,80,32,12,5,0,0,60,30,50.0,83.33333333333334,0
100000,61,1,17,5,0,0,59,0,26.5,81.94444444444444,0
100000,77,25,9,3,0,1,21,0,58.5,29.166666666666668,0
2000000,13,6,13,3,0,0,46,60,25.5,63.888888888888886,1
500000,64,37,19,2,1,0,64,70,65.5,88.88888888888889,1
500000,77,29,4,2,0,0,19,30,35.0,26.38888888888889,0
2000000,40,25,15,5,1,0,63,70,47.5,87.5,1
300000,41,47,19,4,0,1,67,0,95.5,93.05555555555556,0
1000000,11,39,12,4,0,1,3,60,77.0,4.166666666666666,0
5000000,18,25,9,4,0,1,55,60,58.5,76.38888888888889,1
750000,88,25,2,6,1,1,20,70,48.0,27.77777777777778,1
5000000,52,30,18,1,0,1,21,30,77.0,29.166666666666668,0
1000000,17,1,4,1,1,1,47,100,27.0,65.27777777777779,1
750000,44,28,1,2,1,0,44,70,29.500000000000004,61.111111111111114,1
100000,81,36,20,5,1,1,13,40,86.0,18.055555555555554,1
1000000,30,46,19,1,1,0,63,100,74.5,87.5,0
750000,5,40,0,6,0,0,1,60,40.0,1.3888888888888888,1
300000,6,8,19,4,1,1,60,70,56.5,83.33333333333334,1
100000,30,42,16,1,0,0,48,30,66.0,66.66666666666666,1
100000,19,22,10,3,1,1,32,70,57.0,44.44444444444444,1
500000,47,50,4,3,1,1,3,70,76.0,4.166666666666666,1
5000000,37,49,6,6,0,0,57,30,58.0,79.16666666666666,0
500000,75,43,9,4,0,1,52,30,76.5,72.22222222222221,1
500000,81,1,16,4,0,0,54,30,25.0,75.0,0
300000,73,15,7,1,1,1,42,40,45.5,58.333333333333336,1
200000,58,45,20,6,1,1,24,40,95.0,33.33333333333333,1
5000000,74,40,18,3,1,0,2,70,67.0,2.7777777777777777,1
750000,64,12,7,5,1,1,28,70,42.5,38.88888888888889,1
5000000,51,15,14,4,1,0,44,70,36.0,61.111111111111114,1
2000000,1,19,9,2,0,1,22,60,52.5,30.555555555555557,1
750000,19,14,6,4,0,0,50,60,23.0,69.44444444444444,1
1000000,16,29,20,4,0,0,5,60,59.0,6.944444444444445,1
500000,55,30,18,1,1,1,34,70,77.0,47.22222222222222,1
300000,69,5,3,5,1,1,58,40,29.5,80.55555555555556,0
5000000,23,8,17,6,0,0,23,60,33.5,31.944444444444443,1
5000000,89,40,15,5,0,0,70,30,62.5,97.22222222222221,0
200000,50,22,4,2,0,1,6,0,48.0,8.333333333333332,0
2000000,45,39,15,1,1,0,26,70,61.5,36.11111111111111,1
300000,32,11,14,6,0,1,46,0,52.0,63.888888888888886,0
1000000,83,20,0,2,0,0,38,30,20.0,52.77777777777778,0
100000,42,3,13,3,1,0,42,40,22.5,58.333333333333336,0
1000000,82,7,15,6,1,0,10,70,29.5,13.88888888888889,1
500000,12,15,3,3,1,1,53,100,39.5,73.61111111111111,1
100000,79,26,5,2,1,0,52,40,33.5,72.22222222222221,1
750000,1,18,12,3,0,1,48,60,56.0,66.66666666666666,1
300000,60,17,9,4,1,0,56,40,30.5,77.77777777777779,0
1000000,25,14,3,3,0,0,51,60,18.5,70.83333333333334,1
5000000,29,37,1,2,1,0,22,100,38.5,30.555555555555557,1
750000,13,34,0,5,1,0,11,100,34.0,15.277777777777779,1
500000,18,43,12,6,0,0,59,60,61.0,81.94444444444444,1
2000000,13,6,8,4,0,1,9,60,38.0,12.5,1
500000,85,25,10,3,0,1,7,30,60.0,9.722222222222223,1
300000,6,25,13,6,0,1,14,30,64.5,19.444444444444446,0
1000000,38,27,6,6,0,1,69,30,56.0,95.83333333333334,1
750000,35,3,10,2,0,0,19,30,18.0,26.38888888888889,0
200000,49,40,8,3,1,1,36,40,72.0,50.0,1
1000000,20,0,9,2,1,1,24,100,33.5,33.33333333333333,1
300000,50,48,15,3,1,1,34,40,90.5,47.22222222222222,1
5000000,43,44,8,3,1,0,8,70,56.0,11.11111111111111,0
200000,49,17,9,3,0,0,57,0,30.5,79.16666666666666,0
500000,57,46,3,4,0,1,9,30,70.5,12.5,1
300000,16,18,4,6,1,0,26,70,24.0,36.11111111111111,1
200000,77,23,16,3,0,1,20,0,67.0,27.77777777777778,0
100000,49,48,3,3,1,0,54,40,52.5,75.0,0
500000,31,41,11,4,0,1,27,30,77.5,37.5,0
300000,83,29,6,1,1,0,18,40,38.0,25.0,1
100000,27,29,4,1,0,0,13,30,35.0,18.055555555555554,1
2000000,33,48,20,1,0,0,46,30,78.0,63.888888888888886,1
500000,53,28,6,1,0,0,64,30,37.0,88.88888888888889,0
5000000,42,19,8,1,0,1,27,30,51.0,37.5,1
200000,25,22,9,3,0,0,22,30,35.5,30.555555555555557,0
750000,84,6,6,2,0,0,62,30,15.0,86.11111111111111,0
1000000,68,33,1,6,1,1,7,70,54.5,9.722222222222223,1
5000000,21,43,13,6,1,1,20,100,82.5,27.77777777777778,1
750000,49,28,19,6,1,1,45,70,76.5,62.5,1
500000,85,15,16,3,0,1,39,30,59.0,54.166666666666664,1
2000000,85,29,20,2,1,0,44,70,59.0,61.111111111111114,1
750000,74,44,7,5,1,0,11,70,54.5,15.277777777777779,0
500000,80,43,3,3,1,0,36,70,47.5,50.0,1
100000,14,26,2,6,1,1,44,70,49.0,61.111111111111114,0
1000000,88,13,5,2,0,1,44,30,40.5,61.111111111111114,1
100000,1,3,6,5,1,1,42,70,32.0,58.333333333333336,0
500000,7,22,8,5,1,1,43,100,54.0,59.72222222222222,0
500000,67,48,15,4,0,0,31,30,70.5,43.05555555555556,1
5000000,22,45,9,1,0,1,36,60,78.5,50.0,0
100000,46,42,15,4,0,1,34,0,84.5,47.22222222222222,0
2000000,7,1,15,6,0,0,53,60,23.5,73.61111111111111,0
750000,47,23,16,6,0,0,51,30,47.0,70.83333333333334,1
5000000,17,36,7,4,1,0,66,100,46.5,91.66666666666666,1
500000,68,38,18,6,1,0,15,70,65.0,20.833333333333336,1
5000000,37,50,14,6,0,1,34,30,91.0,47.22222222222222,1
300000,33,24,8,5,1,0,52,40,36.0,72.22222222222221,1
750000,16,31,0,6,0,0,12,60,31.0,16.666666666666664,1
100000,16,23,13,3,1,1,26,70,62.5,36.11111111111111,1
1000000,29,46,10,5,1,0,33,100,61.0,45.83333333333333,1
300000,68,38,7,4,1,1,18,40,68.5,25.0,1
100000,49,43,20,4,1,0,20,40,73.0,27.77777777777778,0
500000,42,28,12,4,1,0,30,70,46.0,41.66666666666667,1
2000000,31,16,13,1,0,0,58,30,35.5,80.55555555555556,1
200000,76,17,7,4,0,0,12,0,27.5,16.666666666666664,0
100000,15,9,0,4,1,1,14,70,29.0,19.444444444444446,0
100000,10,42,6,4,0,0,66,30,51.0,91.66666666666666,1
1000000,86,37,17,1,1,1,41,70,82.5,56.94444444444444,1
2000000,18,39,4,6,0,0,56,60,45.0,77.77777777777779,0
100000,57,33,8,5,0,1,50,0,65.0,69.44444444444444,0
200000,2,15,10,5,1,0,11,70,30.0,15.277777777777779,1
100000,1,23,13,2,0,0,51,30,42.5,70.83333333333334,0
2000000,10,47,5,1,0,1,70,60,74.5,97.22222222222221,1
750000,74,19,20,3,1,0,26,70,49.0,36.11111111111111,1
5000000,54,0,7,1,0,0,52,30,10.5,72.22222222222221,0
100000,55,16,2,6,1,1,10,40,39.0,13.88888888888889,0
750000,18,24,20,4,0,0,57,60,54.0,79.16666666666666,1
500000,44,16,5,4,1,0,57,70,23.5,79.16666666666666,0
300000,58,36,14,3,1,0,47,40,57.0,65.27777777777779,1
5000000,62,6,14,5,0,1,27,30,47.0,37.5,0
2000000,13,2,2,3,0,0,62,60,5.0,86.11111111111111,0
750000,1,41,18,6,1,1,62,100,88.0,86.11111111111111,1
750000,11,34,4,3,0,0,17,60,40.0,23.61111111111111,1
500000,78,40,18,2,0,0,4,30,67.0,5.555555555555555,1
300000,23,38,13,3,1,1,0,70,77.5,0.0,1
200000,77,6,5,2,0,0,55,0,13.5,76.38888888888889,0
500000,88,37,7,6,0,1,35,30,67.5,48.61111111111111,0
300000,42,34,3,1,1,0,21,40,38.5,29.166666666666668,1
200000,41,31,0,4,0,1,58,0,51.0,80.55555555555556,0
2000000,10,39,11,5,1,0,20,100,55.5,27.77777777777778,1
1000000,76,12,17,2,1,0,61,70,37.5,84.72222222222221,1
100000,24,19,17,1,1,1,60,70,64.5,83.33333333333334,1
1000000,79,24,10,4,1,0,43,70,39.0,59.72222222222222,1
500000,66,42,16,5,0,0,5,30,66.0,6.944444444444445,1
200000,61,6,4,4,1,1,71,40,32.0,98.61111111111111,0
500000,50,42,17,5,1,1,31,70,87.5,43.05555555555556,1
750000,0,5,16,2,0,0,34,60,29.0,47.22222222222222,1
2000000,79,18,4,5,0,0,36,30,24.0,50.0,1
100000,32,21,5,6,1,0,20,40,28.5,27.77777777777778,0
1000000,60,30,18,5,1,0,31,70,57.0,43.05555555555556,1
2000000,21,42,15,1,0,0,19,60,64.5,26.38888888888889,1
750000,1,33,11,5,1,1,26,100,69.5,36.11111111111111,1
2000000,50,44,13,4,0,0,66,30,63.5,91.66666666666666,1
100000,42,2,17,2,0,0,40,0,27.5,55.55555555555556,0
300000,54,25,15,4,1,0,47,40,47.5,65.27777777777779,1
200000,63,9,14,3,0,0,57,0,30.0,79.16666666666666,0
200000,82,42,1,6,1,0,63,40,43.5,87.5,0
750000,55,11,4,1,1,0,70,70,17.0,97.22222222222221,0
300000,16,48,10,1,1,1,4,70,83.0,5.555555555555555,1
100000,62,45,2,1,1,1,2,40,68.0,2.7777777777777777,0
1000000,18,13,14,6,0,1,69,60,54.0,95.83333333333334,1
2000000,57,3,9,2,0,0,31,30,16.5,43.05555555555556,0
2000000,5,30,1,1,0,0,1,60,31.5,1.3888888888888888,1
300000,67,34,17,5,0,0,63,0,59.5,87.5,0
500000,58,50,15,3,1,0,54,70,72.5,75.0,0
300000,62,46,19,5,1,1,22,40,94.5,30.555555555555557,0
300000,44,19,20,3,0,1,22,0,69.0,30.555555555555557,0
500000,85,35,7,6,1,0,2,70,45.5,2.7777777777777777,0
200000,15,36,19,1,1,1,49,70,84.5,68.05555555555556,1
300000,73,32,10,4,0,0,13,0,47.0,18.055555555555554,0
5000000,55,37,14,6,0,0,16,30,58.0,22.22222222222222,0
100000,22,9,7,3,1,1,44,70,39.5,61.111111111111114,0
300000,51,14,7,3,1,1,28,40,44.5,38.88888888888889,1
750000,35,50,3,4,0,0,33,30,54.5,45.83333333333333,1
300000,61,41,10,2,0,0,16,0,56.0,22.22222222222222,0
1000000,24,44,0,6,0,1,15,60,64.0,20.833333333333336,1
100000,61,38,15,4,1,0,64,40,60.5,88.88888888888889,0
100000,50,9,3,6,0,0,10,0,13.5,13.88888888888889,0
500000,61,7,2,1,1,0,20,70,10.0,27.77777777777778,0
500000,46,41,16,4,1,1,13,70,85.0,18.055555555555554,1
500000,39,33,10,6,0,1,11,30,68.0,15.277777777777779,1
300000,41,0,1,6,1,1,0,40,21.5,0.0,0
100000,61,45,4,1,0,0,25,0,51.0,34.72222222222222,0
1000000,5,23,4,3,0,0,44,60,29.0,61.111111111111114,1
2000000,57,19,13,6,1,0,38,70,38.5,52.77777777777778,1
100000,56,19,9,5,0,1,65,0,52.5,90.27777777777779,0
5000000,35,19,10,5,0,0,62,30,34.0,86.11111111111111,1
5000000,34,37,17,1,1,1,30,70,82.5,41.66666666666667,1
750000,74,21,11,6,1,0,30,70,37.5,41.66666666666667,0
300000,7,1,17,3,1,1,65,70,46.5,90.27777777777779,1
1000000,29,29,4,1,0,0,6,60,35.0,8.333333333333332,1
1000000,68,15,20,1,0,0,72,30,45.0,100.0,1
300000,24,43,1,3,0,1,13,30,64.5,18.055555555555554,0
1000000,20,4,14,4,0,0,21,60,25.0,29.166666666666668,0
200000,25,36,10,4,1,0,54,70,51.0,75.0,1
300000,60,38,1,3,1,1,11,40,59.5,15.277777777777779,0
5000000,18,18,9,2,0,0,3,60,31.5,4.166666666666666,0
750000,25,29,3,6,1,0,9,100,33.5,12.5,1
750000,80,39,11,3,1,1,65,70,75.5,90.27777777777779,0
500000,64,30,2,3,1,0,34,70,33.0,47.22222222222222,1
5000000,61,21,9,6,0,0,8,30,34.5,11.11111111111111,1
100000,2,24,3,6,0,0,9,30,28.5,12.5,1
750000,53,24,13,5,1,0,68,70,43.5,94.44444444444444,1
5000000,19,6,4,6,1,1,34,100,32.0,47.22222222222222,1
500000,27,28,6,5,0,1,1,60,57.0,1.3888888888888888,1
1000000,46,0,3,6,1,0,19,70,4.5,26.38888888888889,1
5000000,13,11,2,4,1,0,12,100,14.0,16.666666666666664,1
200000,39,41,8,1,1,1,18,40,73.0,25.0,0
300000,45,1,10,6,1,0,23,40,16.0,31.944444444444443,0
100000,19,48,1,2,1,0,18,70,49.5,25.0,1
750000,75,21,13,1,0,0,7,30,40.5,9.722222222222223,0
100000,56,16,19,3,1,1,66,40,64.5,91.66666666666666,1
1000000,85,45,5,2,0,1,19,30,72.5,26.38888888888889,0
300000,81,34,5,3,1,1,16,40,61.5,22.22222222222222,1
1000000,47,27,15,5,0,1,37,30,69.5,51.388888888888886,1
750000,22,24,16,3,0,0,42,60,48.0,58.333333333333336,0
100000,64,50,12,6,0,0,27,0,68.0,37.5,0
300000,1,6,11,6,1,0,46,70,22.5,63.888888888888886,0
2000000,59,46,10,4,0,0,67,30,61.0,93.05555555555556,1
500000,48,50,19,6,0,0,53,30,78.5,73.61111111111111,0
2000000,45,43,15,2,0,0,14,30,65.5,19.444444444444446,1
100000,49,32,3,3,1,1,32,40,56.5,44.44444444444444,1
5000000,4,48,5,3,0,0,62,60,55.5,86.11111111111111,1
5000000,62,0,6,4,0,0,4,30,9.0,5.555555555555555,0
5000000,22,12,8,6,0,1,13,60,44.0,18.055555555555554,0
500000,37,8,12,4,0,1,49,30,46.0,68.05555555555556,0
2000000,86,23,15,1,1,1,61,70,65.5,84.72222222222221,1
750000,72,42,19,4,0,0,3,30,70.5,4.166666666666666,1
750000,82,0,12,4,0,1,5,30,38.0,6.944444444444445,0
1000000,63,22,17,5,0,0,21,30,47.5,29.166666666666668,0
300000,51,15,20,2,0,0,7,0,45.0,9.722222222222223,0
5000000,52,47,20,6,1,1,45,70,97.0,62.5,1
500000,29,10,0,3,1,0,54,100,10.0,75.0,0
500000,4,13,16,5,0,1,67,60,57.0,93.05555555555556,0
300000,13,12,19,4,1,0,26,70,40.5,36.11111111111111,0
300000,15,7,2,4,0,0,66,30,10.0,91.66666666666666,0
1000000,70,25,10,3,0,0,58,30,40.0,80.55555555555556,1
300000,16,44,9,2,0,1,18,30,77.5,25.0,0
1000000,84,26,20,5,1,1,22,70,76.0,30.555555555555557,1
500000,42,46,6,4,0,1,60,30,75.0,83.33333333333334,1
500000,74,44,6,2,0,0,57,30,53.0,79.16666666666666,1
750000,88,27,6,5,0,0,45,30,36.0,62.5,1
2000000,15,26,11,6,1,1,54,100,62.5,75.0,1
750000,25,28,0,3,0,0,20,60,28.000000000000004,27.77777777777778,1
300000,70,29,9,2,1,0,30,40,42.5,41.66666666666667,1
5000000,90,23,0,1,0,1,16,30,43.0,22.22222222222222,0
2000000,16,45,15,4,0,1,49,60,87.5,68.05555555555556,0
100000,59,33,2,2,1,0,64,40,36.0,88.88888888888889,0
100000,2,18,10,1,1,0,29,70,33.0,40.27777777777778,0
750000,68,47,15,1,0,1,41,30,89.5,56.94444444444444,0
500000,17,18,13,4,1,0,38,100,37.5,52.77777777777778,1
5000000,74,5,10,5,1,1,37,70,40.0,51.388888888888886,1
100000,21,49,13,5,1,1,5,70,88.5,6.944444444444445,0
5000000,0,2,4,3,0,0,51,60,8.0,70.83333333333334,1
100000,43,40,1,6,0,1,55,0,61.5,76.38888888888889,0
5000000,6,39,15,3,0,1,14,60,81.5,19.444444444444446,1
100000,30,42,3,5,0,0,25,30,46.5,34.72222222222222,1
1000000,1,17,8,4,1,1,52,100,49.0,72.22222222222221,1
5000000,82,8,12,2,0,0,21,30,26.0,29.166666666666668,0
500000,18,27,13,1,0,1,69,60,66.5,95.83333333333334,1
1000000,77,4,8,5,0,0,23,30,16.0,31.944444444444443,0
750000,48,48,1,1,0,0,70,30,49.5,97.22222222222221,0
500000,10,14,2,2,0,1,17,60,37.0,23.61111111111111,0
1000000,0,32,11,6,0,1,71,60,68.5,98.61111111111111,0
100000,11,13,17,4,0,0,28,30,38.5,38.88888888888889,1
2000000,19,7,4,4,1,1,9,100,33.0,12.5,1
5000000,15,24,14,2,0,1,51,60,65.0,70.83333333333334,1
500000,77,0,0,4,1,0,62,70,0.0,86.11111111111111,0
100000,41,21,5,6,0,0,27,0,28.5,37.5,0
300000,37,8,5,3,1,1,25,40,35.5,34.72222222222222,0
1000000,5,11,1,6,0,0,69,60,12.5,95.83333333333334,1
5000000,44,10,7,3,0,1,45,30,40.5,62.5,1
2000000,83,33,13,6,0,1,21,30,72.5,29.166666666666668,1
200000,82,35,9,2,1,0,8,40,48.5,11.11111111111111,1
300000,44,25,16,4,1,0,43,40,49.0,59.72222222222222,1
2000000,86,30,16,4,1,0,54,70,54.0,75.0,1
500000,41,42,17,1,1,0,60,70,67.5,83.33333333333334,1
750000,90,21,5,4,1,1,38,70,48.5,52.77777777777778,0
200000,5,9,10,6,0,1,31,30,44.0,43.05555555555556,0
100000,2,8,14,1,0,0,63,30,29.0,87.5,0
2000000,55,40,18,4,0,0,28,30,67.0,38.88888888888889,1
300000,9,1,18,6,0,0,20,30,28.0,27.77777777777778,0
1000000,25,13,18,3,1,1,48,100,60.0,66.66666666666666,1
5000000,62,26,17,4,1,0,40,70,51.5,55.55555555555556,1
750000,56,47,6,1,0,1,16,30,76.0,22.22222222222222,1
100000,2,10,5,2,0,0,30,30,17.5,41.66666666666667,1
500000,68,19,3,4,1,1,6,70,43.5,8.333333333333332,1
750000,37,25,19,1,1,0,51,70,53.5,70.83333333333334,1
300000,42,12,18,4,0,1,68,0,59.0,94.44444444444444,0
500000,25,47,9,1,0,0,2,60,60.5,2.7777777777777777,1
200000,23,8,19,4,1,1,70,70,56.5,97.22222222222221,1
750000,5,31,18,1,0,1,33,60,78.0,45.83333333333333,0
200000,5,20,14,3,0,1,28,30,61.0,38.88888888888889,1
300000,58,2,9,1,0,1,16,0,35.5,22.22222222222222,0
750000,10,49,2,2,0,1,25,60,72.0,34.72222222222222,1
750000,88,3,1,1,1,1,12,70,24.5,16.666666666666664,0
2000000,81,37,10,3,1,0,37,70,52.0,51.388888888888886,0
2000000,17,48,17,5,0,1,44,60,93.5,61.111111111111114,1
1000000,10,26,2,6,0,0,45,60,29.0,62.5,0
500000,26,9,1,4,1,0,26,100,10.5,36.11111111111111,1
200000,57,21,19,6,0,0,19,0,49.5,26.38888888888889,0
100000,14,36,12,1,1,0,32,70,54.0,44.44444444444444,1
1000000,66,50,3,1,0,1,29,30,74.5,40.27777777777778,1
100000,4,32,20,5,0,1,6,30,82.0,8.333333333333332,1
1000000,3,38,11,5,0,0,5,60,54.5,6.944444444444445,0
1000000,90,28,7,6,1,0,57,70,38.5,79.16666666666666,1
100000,0,36,5,5,1,1,63,70,63.5,87.5,1
100000,15,19,4,2,0,1,53,30,45.0,73.61111111111111,1
750000,48,15,15,4,0,0,30,30,37.5,41.66666666666667,1
500000,56,3,0,3,1,0,46,70,3.0,63.888888888888886,0
2000000,46,6,3,2,1,1,61,70,30.5,84.72222222222221,1
100000,2,45,2,4,0,1,54,30,68.0,75.0,0
300000,46,48,20,6,1,1,31,40,98.0,43.05555555555556,1
1000000,59,3,4,4,0,0,0,30,9.0,0.0,0
500000,8,4,12,3,1,0,32,100,22.0,44.44444444444444,0
500000,4,18,12,5,1,1,20,100,56.0,27.77777777777778,1
750000,10,36,14,2,1,0,64,100,57.0,88.88888888888889,0
500000,0,33,6,2,1,0,47,100,42.0,65.27777777777779,1
750000,69,9,14,6,1,1,65,70,50.0,90.27777777777779,1
750000,80,34,5,3,1,0,13,70,41.5,18.055555555555554,0
2000000,29,16,18,1,1,1,1,100,63.0,1.3888888888888888,1
1000000,77,24,1,5,0,1,31,30,45.5,43.05555555555556,0
5000000,14,4,3,2,1,1,44,100,28.5,61.111111111111114,1
500000,28,47,0,6,1,0,15,100,47.0,20.833333333333336,1
100000,79,35,15,2,1,0,5,40,57.5,6.944444444444445,0
200000,84,32,18,1,0,1,42,0,79.0,58.333333333333336,0
500000,87,30,4,4,0,0,55,30,36.0,76.38888888888889,0
750000,33,12,5,5,0,0,19,30,19.5,26.38888888888889,0
1000000,79,12,6,3,1,0,69,70,21.0,95.83333333333334,1
300000,23,44,15,3,0,0,12,30,66.5,16.666666666666664,0
500000,67,1,17,1,1,1,61,70,46.5,84.72222222222221,1
1000000,18,14,0,2,1,0,7,100,14.000000000000002,9.722222222222223,0
500000,89,36,5,5,1,1,72,70,63.5,100.0,1
300000,16,5,11,4,1,0,37,70,21.5,51.388888888888886,1
200000,33,23,16,2,1,0,1,40,47.0,1.3888888888888888,1
